Student ID,student_name,gender,grade,school_name,reading_score,math_score
33883,Pamela Smith,F,9th,Johnson High School,74,65
33884,Thomas Hughes,M,10th,Johnson High School,70,70
33885,Julie Gillespie,F,10th,Johnson High School,83,94
33886,Christina Moore,F,10th,Johnson High School,75,66
33887,Marvin Gay,M,9th,Johnson High School,90,59
33888,Barbara Ross,F,9th,Johnson High School,94,90
33889,Ryan Fox,M,9th,Johnson High School,69,98
33890,Tara Schwartz,F,10th,Johnson High School,83,77
33891,Tracie Drake,F,12th,Johnson High School,82,84
33892,Meredith Riley,F,9th,Johnson High School,96,70
33893,Robert Hanson,M,9th,Johnson High School,81,74
33894,Mr. George Hess Jr.,M,11th,Johnson High School,77,92
33895,Angelica Miller,F,9th,Johnson High School,72,55
33896,Carol Wallace,F,11th,Johnson High School,86,95
33897,Michael King,M,10th,Johnson High School,70,77
33898,Amy Cabrera,F,9th,Johnson High School,77,80
33899,Tiffany Harrington,F,10th,Johnson High School,92,84
33900,Stephanie Hopkins,F,9th,Johnson High School,84,65
33901,Sandra Rodriguez,F,11th,Johnson High School,68,85
33902,Andrew Holt,M,11th,Johnson High School,70,93
33903,Eric Horton,M,12th,Johnson High School,72,68
33904,Jenny Cox,F,11th,Johnson High School,84,56
33905,Dawn Whitaker,F,9th,Johnson High School,84,81
33906,Amanda Harrison,F,11th,Johnson High School,97,62
33907,Joseph Reyes,M,10th,Johnson High School,69,91
33908,Johnathan Hopkins,M,12th,Johnson High School,86,77
33909,April Anderson,F,10th,Johnson High School,80,77
33910,William Anderson,M,9th,Johnson High School,98,62
33911,Andrew Smith,M,11th,Johnson High School,76,77
33912,Michael Lopez,M,11th,Johnson High School,73,62
33913,Jorge Wright,M,9th,Johnson High School,75,83
33914,Steven Schmitt,M,9th,Johnson High School,81,71
33915,Stephen Bryant,M,10th,Johnson High School,96,69
33916,Rebecca Howard,F,11th,Johnson High School,92,77
33917,William Flores,M,12th,Johnson High School,67,67
33918,Abigail Johnson,F,9th,Johnson High School,87,84
33919,Alison Smith,F,12th,Johnson High School,95,68
33920,Courtney Cox PhD,F,11th,Johnson High School,70,78
33921,Mr. Brian Schmidt DVM,M,12th,Johnson High School,63,94
33922,Michael Murphy,M,9th,Johnson High School,66,56
33923,Lisa Beasley,F,11th,Johnson High School,72,68
33924,David Stokes,M,10th,Johnson High School,98,91
33925,Amber Poole,F,11th,Johnson High School,83,65
33926,Christopher Berg,M,12th,Johnson High School,86,77
33927,Kevin Briggs Jr.,M,12th,Johnson High School,71,76
33928,James Matthews,M,12th,Johnson High School,68,96
33929,Jennifer Cruz,F,9th,Johnson High School,85,97
33930,Donald Villanueva,M,12th,Johnson High School,87,61
33931,Bryan Odom,M,9th,Johnson High School,79,65
33932,Daniel Crawford,M,11th,Johnson High School,91,94
33933,Edward Wolfe,M,11th,Johnson High School,78,79
33934,Ruth Davis,F,9th,Johnson High School,68,70
33935,Jenna Porter,F,9th,Johnson High School,80,76
33936,Matthew Wilson,M,12th,Johnson High School,64,61
33937,Vanessa Jones,F,9th,Johnson High School,84,88
33938,Shannon Hunt,F,10th,Johnson High School,80,87
33939,Ryan Jimenez,M,10th,Johnson High School,91,90
33940,William Oconnor,M,11th,Johnson High School,87,93
33941,Susan Hart,F,11th,Johnson High School,75,90
33942,Crystal Short,F,9th,Johnson High School,82,94
33943,Ms. Grace Austin,F,11th,Johnson High School,92,82
33944,Jason Hernandez,M,11th,Johnson High School,71,55
33945,Bailey Leblanc,F,12th,Johnson High School,98,67
33946,Barry Knox,M,10th,Johnson High School,88,70
33947,Gina Nash,F,12th,Johnson High School,90,69
33948,Andrew Leon,M,9th,Johnson High School,85,88
33949,Louis Cooper MD,M,10th,Johnson High School,74,84
33950,Brandon Mccarthy,M,12th,Johnson High School,88,91
33951,John Gay,M,9th,Johnson High School,77,56
33952,William Cardenas,M,9th,Johnson High School,89,90
33953,Katherine Holmes,F,10th,Johnson High School,86,65
33954,Caleb Campbell,M,9th,Johnson High School,89,90
33955,Kimberly Mendoza,F,12th,Johnson High School,99,78
33956,Jacqueline Graham,F,10th,Johnson High School,80,97
33957,Angela Ortiz,F,9th,Johnson High School,80,58
33958,Debra Powell,F,11th,Johnson High School,80,92
33959,George Garza,M,11th,Johnson High School,98,74
33960,Barry Torres,M,11th,Johnson High School,80,98
33961,Jacob Jennings,M,10th,Johnson High School,80,69
33962,Christopher Jones,M,12th,Johnson High School,88,97
33963,Loretta Williams,F,12th,Johnson High School,99,88
33964,Kristen Fox,F,12th,Johnson High School,86,97
33965,Diane Carrillo,F,9th,Johnson High School,85,60
33966,Melanie Thompson,F,11th,Johnson High School,97,59
33967,Katherine Perez,F,11th,Johnson High School,92,73
33968,Courtney Williams,F,12th,Johnson High School,84,59
33969,Dana Wu,F,10th,Johnson High School,81,62
33970,Lisa Howe,F,9th,Johnson High School,66,91
33971,Mrs. Tabitha Coleman,F,10th,Johnson High School,93,60
33972,Thomas Knox MD,M,10th,Johnson High School,84,72
33973,Jeffrey Boyd,M,9th,Johnson High School,71,68
33974,Samuel Rasmussen,M,10th,Johnson High School,63,72
33975,Connie Garcia,F,12th,Johnson High School,74,80
33976,Sherry Neal,F,10th,Johnson High School,91,69
33977,Olivia Butler,F,12th,Johnson High School,80,82
33978,Charles Bell,M,9th,Johnson High School,68,87
33979,Colleen Brooks,F,12th,Johnson High School,99,70
33980,Karen Wu,F,10th,Johnson High School,96,88
33981,Paul Williams,M,10th,Johnson High School,72,55
33982,Jessica Jackson,F,10th,Johnson High School,85,71
33983,Jared Lee,M,10th,Johnson High School,69,77
33984,Jessica Rose,F,12th,Johnson High School,79,71
33985,Jessica Castro,F,9th,Johnson High School,97,95
33986,Alyssa Benson,F,9th,Johnson High School,74,58
33987,Jodi Anderson,F,11th,Johnson High School,67,89
33988,Chris Harris,M,9th,Johnson High School,65,66
33989,Kimberly Garner,F,9th,Johnson High School,68,91
33990,Jose Gonzalez,M,11th,Johnson High School,69,74
33991,Jacqueline Blake,F,10th,Johnson High School,86,78
33992,Jack Blanchard,M,12th,Johnson High School,79,99
33993,Brad Austin,M,9th,Johnson High School,70,70
33994,Samuel Beck,M,11th,Johnson High School,85,92
33995,Michele Haynes,F,9th,Johnson High School,99,95
33996,Charles Rowe,M,12th,Johnson High School,82,84
33997,Joseph Henry,M,10th,Johnson High School,67,84
33998,Bryan Byrd,M,10th,Johnson High School,90,80
33999,Janice Barnett,F,11th,Johnson High School,80,84
34000,Michael Pierce,M,10th,Johnson High School,65,67
34001,Dylan Reilly,M,10th,Johnson High School,92,55
34002,Stacy Gordon,F,12th,Johnson High School,89,82
34003,Johnathan Jimenez,M,11th,Johnson High School,84,67
34004,Jacob Holmes,M,9th,Johnson High School,65,86
34005,Nicholas Russell,M,10th,Johnson High School,67,62
34006,Sierra Little DDS,F,9th,Johnson High School,83,86
34007,Gregory Munoz,M,12th,Johnson High School,73,86
34008,Bobby Duran,M,11th,Johnson High School,88,87
34009,Tammy Hunt,F,10th,Johnson High School,84,95
34010,Gwendolyn Willis,F,10th,Johnson High School,95,64
34011,Edward Johnson,M,11th,Johnson High School,98,58
34012,Mr. Joseph Matthews III,M,11th,Johnson High School,71,83
34013,Travis Hill,M,12th,Johnson High School,69,71
34014,John Griffith,M,12th,Johnson High School,67,67
34015,Jenny Reeves,F,12th,Johnson High School,88,60
34016,Sara Coleman,F,10th,Johnson High School,87,89
34017,John Moody,M,9th,Johnson High School,77,82
34018,Melinda Leonard,F,11th,Johnson High School,82,69
34019,Mrs. Brenda Henderson DVM,F,9th,Johnson High School,72,73
34020,Elizabeth Jennings,F,11th,Johnson High School,82,89
34021,Justin Garcia,M,10th,Johnson High School,77,87
34022,James Miles,M,11th,Johnson High School,96,70
34023,Alexander Anderson,M,12th,Johnson High School,78,67
34024,Nancy Johnson,F,11th,Johnson High School,90,75
34025,Brandon Vazquez,M,11th,Johnson High School,95,91
34026,Rodney Smith,M,12th,Johnson High School,96,63
34027,David Jackson,M,9th,Johnson High School,72,64
34028,Edward Alvarado,M,11th,Johnson High School,63,97
34029,Madison Russell,F,12th,Johnson High School,79,99
34030,Eric Hughes,M,12th,Johnson High School,83,70
34031,Kenneth Reeves,M,10th,Johnson High School,79,67
34032,Ashley Park,F,10th,Johnson High School,83,61
34033,Evan Payne,M,9th,Johnson High School,66,96
34034,Jacqueline Butler,F,10th,Johnson High School,90,61
34035,Renee Washington,F,10th,Johnson High School,78,66
34036,Matthew Scott,M,11th,Johnson High School,88,56
34037,Michael Martin DDS,M,9th,Johnson High School,80,87
34038,Joseph Holder,M,12th,Johnson High School,76,71
34039,Tammy Moore,F,11th,Johnson High School,89,97
34040,Ralph Brown,M,12th,Johnson High School,82,74
34041,Megan Higgins,F,9th,Johnson High School,90,76
34042,Catherine Small,F,12th,Johnson High School,79,74
34043,James Howard,M,9th,Johnson High School,93,68
34044,Kayla Torres,F,9th,Johnson High School,94,56
34045,Nancy Castaneda,F,11th,Johnson High School,73,79
34046,Lauren Gonzales,F,12th,Johnson High School,70,66
34047,Dominique Jones,F,12th,Johnson High School,97,92
34048,Deborah Evans,F,11th,Johnson High School,92,88
34049,Justin Lara,M,10th,Johnson High School,85,84
34050,Steven Simmons,M,9th,Johnson High School,68,85
34051,Leslie Wang,F,12th,Johnson High School,83,96
34052,Mr. Andrew Dennis,M,10th,Johnson High School,80,69
34053,Allen Greene,M,9th,Johnson High School,63,85
34054,Annette Brown,F,11th,Johnson High School,69,78
34055,Darrell Gonzalez,M,9th,Johnson High School,78,90
34056,Dana Diaz,F,10th,Johnson High School,66,78
34057,Antonio Johnson,M,9th,Johnson High School,94,67
34058,Tammy Nelson,F,9th,Johnson High School,66,57
34059,Matthew Tran,M,9th,Johnson High School,82,83
34060,Dr. Edward Davenport,M,10th,Johnson High School,98,90
34061,Colleen Leach,F,10th,Johnson High School,78,98
34062,Victor Walker,M,12th,Johnson High School,66,92
34063,Mary Brooks,F,12th,Johnson High School,90,99
34064,Vincent Cook,M,9th,Johnson High School,71,84
34065,Sandra Ortega,F,10th,Johnson High School,72,74
34066,Walter Stone,M,10th,Johnson High School,77,66
34067,Adam Frank,M,9th,Johnson High School,79,88
34068,Jonathan Hodges,M,10th,Johnson High School,90,62
34069,Dr. Dylan Bailey Jr.,M,10th,Johnson High School,74,83
34070,Gregory Adams,M,9th,Johnson High School,77,91
34071,Jordan Gardner,M,10th,Johnson High School,66,82
34072,Aimee Jackson,F,11th,Johnson High School,63,63
34073,Janet Delacruz,F,11th,Johnson High School,97,98
34074,Anthony Lee,M,10th,Johnson High School,78,99
34075,Charles Simmons,M,9th,Johnson High School,92,72
34076,Taylor Summers,F,11th,Johnson High School,76,61
34077,Jennifer Moses,F,11th,Johnson High School,75,95
34078,Laura Deleon,F,12th,Johnson High School,84,59
34079,Kimberly Wolf,F,12th,Johnson High School,91,72
34080,Jamie Campbell,F,10th,Johnson High School,96,93
34081,Matthew Herrera,M,10th,Johnson High School,68,82
34082,Ashley Johnson,F,12th,Johnson High School,85,62
34083,Scott Johnson,M,9th,Johnson High School,65,72
34084,Jeffery Richardson,M,11th,Johnson High School,76,70
34085,Matthew Williamson,M,9th,Johnson High School,82,84
34086,Janet Bishop,F,9th,Johnson High School,81,69
34087,Denise Mueller,F,11th,Johnson High School,99,66
34088,James Meyer,M,11th,Johnson High School,77,92
34089,Trevor Ellis,M,11th,Johnson High School,68,70
34090,Kelly King,F,9th,Johnson High School,96,68
34091,Haley Lee,F,11th,Johnson High School,82,62
34092,Vanessa Scott,F,10th,Johnson High School,82,67
34093,Blake Thomas,M,9th,Johnson High School,95,56
34094,William Carter,M,10th,Johnson High School,96,79
34095,Betty Morales,F,9th,Johnson High School,96,90
34096,Jonathan Beltran,M,9th,Johnson High School,89,93
34097,Nathaniel Roberts,M,9th,Johnson High School,82,82
34098,Andrew Smith,M,11th,Johnson High School,67,96
34099,Michael Walls,M,9th,Johnson High School,92,63
34100,Todd Smith,M,10th,Johnson High School,65,86
34101,Becky Saunders,F,12th,Johnson High School,96,74
34102,Ashley Jones,F,11th,Johnson High School,78,55
34103,Rebecca Allen,F,11th,Johnson High School,72,62
34104,Mr. John Jackson,M,10th,Johnson High School,68,80
34105,Jesse Moore,M,11th,Johnson High School,86,68
34106,Johnny Sellers,M,9th,Johnson High School,76,60
34107,Bob Olson,M,12th,Johnson High School,68,85
34108,Stephen Armstrong,M,12th,Johnson High School,90,55
34109,Alejandra Russell,F,11th,Johnson High School,65,87
34110,Vanessa Smith,F,10th,Johnson High School,99,90
34111,Ann Tucker,F,11th,Johnson High School,89,65
34112,Phillip Olson,M,11th,Johnson High School,97,84
34113,Joshua Cantu,M,11th,Johnson High School,94,61
34114,Kevin Thomas,M,9th,Johnson High School,75,78
34115,Laura Kline,F,9th,Johnson High School,71,99
34116,John Weaver,M,12th,Johnson High School,78,94
34117,Carlos Fernandez,M,11th,Johnson High School,79,65
34118,Jasmine Murphy,F,10th,Johnson High School,93,82
34119,Matthew King,M,9th,Johnson High School,68,92
34120,Emily Savage,F,9th,Johnson High School,93,91
34121,Lisa Hernandez MD,F,10th,Johnson High School,75,79
34122,Michelle Butler,F,12th,Johnson High School,67,68
34123,Lisa Thomas,F,12th,Johnson High School,98,60
34124,Luke Cordova,M,9th,Johnson High School,96,70
34125,Alexander Bailey,M,10th,Johnson High School,85,86
34126,Isaac Bailey,M,11th,Johnson High School,93,97
34127,Dean Hunter,M,12th,Johnson High School,90,61
34128,Christopher Price,M,9th,Johnson High School,65,84
34129,Connie Jones,F,10th,Johnson High School,82,56
34130,Sara Thompson,F,12th,Johnson High School,67,97
34131,Carol Jenkins,F,11th,Johnson High School,64,89
34132,Victoria Lutz,F,12th,Johnson High School,87,75
34133,Jacob Jenkins,M,9th,Johnson High School,88,98
34134,Angelica Walker,F,10th,Johnson High School,73,55
34135,James Wiley,M,10th,Johnson High School,66,65
34136,Dr. Michael Gibbs,M,9th,Johnson High School,73,74
34137,Ashley Carter,F,10th,Johnson High School,91,96
34138,Rachel Santos,F,10th,Johnson High School,82,81
34139,Brittany Black,F,9th,Johnson High School,82,86
34140,Amanda Watts,F,9th,Johnson High School,73,70
34141,April Wade,F,12th,Johnson High School,70,68
34142,Amanda Pearson,F,10th,Johnson High School,73,71
34143,Shawn Marsh,M,11th,Johnson High School,84,93
34144,Bonnie Jackson,F,9th,Johnson High School,75,92
34145,Angel Brown MD,M,10th,Johnson High School,92,82
34146,Christopher Stein,M,9th,Johnson High School,98,93
34147,James Ward,M,10th,Johnson High School,82,86
34148,Christina Humphrey,F,12th,Johnson High School,77,74
34149,Sydney Rodriguez,F,9th,Johnson High School,90,84
34150,Kathleen Suarez,F,9th,Johnson High School,96,90
34151,Carlos Ward,M,10th,Johnson High School,81,57
34152,Richard Fowler,M,9th,Johnson High School,86,87
34153,Valerie Reyes,F,9th,Johnson High School,98,74
34154,Alicia Peters,F,10th,Johnson High School,71,89
34155,Barbara Jones,F,10th,Johnson High School,69,87
34156,Jennifer Harris,F,12th,Johnson High School,82,97
34157,Anna Villegas,F,9th,Johnson High School,75,94
34158,Alicia Long,F,11th,Johnson High School,95,75
34159,Justin Larson,M,10th,Johnson High School,64,58
34160,Dawn Crosby,F,10th,Johnson High School,69,90
34161,Dustin Lewis,M,11th,Johnson High School,74,63
34162,Wendy Browning,F,9th,Johnson High School,81,66
34163,Robin Ford,F,12th,Johnson High School,97,77
34164,James Vazquez,M,10th,Johnson High School,78,69
34165,Jonathan Whitney,M,11th,Johnson High School,95,97
34166,Theresa Hendricks,F,10th,Johnson High School,89,87
34167,Emily Scott,F,11th,Johnson High School,71,65
34168,Julie Shaw,F,12th,Johnson High School,70,65
34169,Kenneth Martin,M,11th,Johnson High School,91,91
34170,Kayla Hammond,F,12th,Johnson High School,92,99
34171,Sandra Williams,F,12th,Johnson High School,74,90
34172,Ryan Gonzalez,M,11th,Johnson High School,78,93
34173,Kathryn Obrien,F,10th,Johnson High School,83,71
34174,Robyn Lane,F,12th,Johnson High School,78,96
34175,Alex Meza,M,11th,Johnson High School,76,98
34176,Kathryn Martin,F,11th,Johnson High School,88,65
34177,Karen Mcguire,F,11th,Johnson High School,68,75
34178,Donald Henderson,M,11th,Johnson High School,81,71
34179,Christine Lawson,F,10th,Johnson High School,98,83
34180,Rebecca Cole,F,10th,Johnson High School,76,96
34181,Jacob Johnson,M,12th,Johnson High School,71,71
34182,Connie Brown,F,12th,Johnson High School,92,55
34183,Joseph Bowman,M,9th,Johnson High School,65,92
34184,Richard Zimmerman,M,10th,Johnson High School,91,73
34185,Anthony Lewis,M,9th,Johnson High School,72,96
34186,Ivan Garcia,M,9th,Johnson High School,74,87
34187,Angela Smith,F,9th,Johnson High School,97,61
34188,Carlos Hayes,M,9th,Johnson High School,81,68
34189,Cody Burns,M,11th,Johnson High School,90,78
34190,Robert Moreno,M,9th,Johnson High School,70,85
34191,Jonathan Smith,M,11th,Johnson High School,74,89
34192,Diana Allen,F,11th,Johnson High School,82,88
34193,Shelby Gordon,F,11th,Johnson High School,78,61
34194,Brad Ortiz,M,9th,Johnson High School,67,59
34195,Brittany Powers,F,10th,Johnson High School,77,79
34196,Brittany Dennis,F,10th,Johnson High School,99,58
34197,Steven Vang,M,11th,Johnson High School,89,65
34198,Debra Hensley,F,12th,Johnson High School,69,55
34199,Ashley Taylor,F,12th,Johnson High School,72,61
34200,Richard Mccoy,M,11th,Johnson High School,66,76
34201,Kristen Williams,F,9th,Johnson High School,86,64
34202,Mr. Timothy Carter,M,9th,Johnson High School,67,81
34203,Matthew Edwards,M,11th,Johnson High School,67,97
34204,Sarah Munoz,F,10th,Johnson High School,74,88
34205,Nathan Harrell,M,11th,Johnson High School,95,97
34206,Ashley Mills,F,10th,Johnson High School,86,83
34207,Nathan Johnson,M,11th,Johnson High School,74,66
34208,Michelle Ramirez,F,10th,Johnson High School,70,57
34209,Yvonne Wells,F,11th,Johnson High School,64,97
34210,Victor Savage,M,10th,Johnson High School,86,72
34211,Jamie Fisher,F,10th,Johnson High School,66,72
34212,William Brown,M,12th,Johnson High School,65,70
34213,Brandon Savage,M,9th,Johnson High School,98,99
34214,Andrew Ryan,M,11th,Johnson High School,99,61
34215,Claudia Terry,F,10th,Johnson High School,78,85
34216,Ashley Montgomery,F,9th,Johnson High School,93,87
34217,Jillian Oconnell,F,12th,Johnson High School,87,68
34218,Kimberly Bolton,F,11th,Johnson High School,80,91
34219,Alex Silva,M,12th,Johnson High School,74,78
34220,Gary Hays,M,9th,Johnson High School,92,83
34221,John Hood,M,11th,Johnson High School,80,80
34222,Joseph Freeman,M,11th,Johnson High School,68,68
34223,Aaron Perry,M,10th,Johnson High School,98,90
34224,Karl Jennings,M,10th,Johnson High School,85,97
34225,Bryan Moore,M,9th,Johnson High School,76,59
34226,Brian Walls,M,10th,Johnson High School,90,63
34227,Christopher Gonzalez,M,9th,Johnson High School,97,72
34228,Erica Jordan,F,10th,Johnson High School,74,78
34229,Richard Frost,M,11th,Johnson High School,69,99
34230,Tyler Braun,M,11th,Johnson High School,69,99
34231,John Rodriguez,M,9th,Johnson High School,89,65
34232,Amanda Roach,F,9th,Johnson High School,93,99
34233,Anthony Woods Jr.,M,12th,Johnson High School,74,79
34234,Alexis Miller,F,10th,Johnson High School,67,56
34235,Eric Williams,M,12th,Johnson High School,69,74
34236,Donna Simmons,F,9th,Johnson High School,98,65
34237,Charlene Farley,F,10th,Johnson High School,93,94
34238,Carol Downs,F,9th,Johnson High School,96,58
34239,Jerry Brown,M,9th,Johnson High School,92,87
34240,David Miller,M,10th,Johnson High School,99,62
34241,Kenneth Payne,M,12th,Johnson High School,95,68
34242,Dawn Smith,F,10th,Johnson High School,71,97
34243,Dustin Valdez,M,11th,Johnson High School,92,93
34244,Samantha Miles,F,10th,Johnson High School,98,77
34245,Jessica Contreras,F,11th,Johnson High School,94,66
34246,Robert Faulkner,M,9th,Johnson High School,66,65
34247,Christopher Lopez,M,11th,Johnson High School,70,90
34248,Kimberly Lee,F,10th,Johnson High School,98,95
34249,Mary Ortega,F,10th,Johnson High School,69,61
34250,Melissa West,F,10th,Johnson High School,71,95
34251,Patricia Anderson,F,9th,Johnson High School,78,95
34252,Bob Fletcher,M,12th,Johnson High School,63,90
34253,Mary Miller,F,9th,Johnson High School,78,94
34254,Jose Moreno,M,12th,Johnson High School,67,66
34255,Cheryl Price,F,12th,Johnson High School,67,86
34256,Brandy Nelson,F,9th,Johnson High School,99,75
34257,Laura Everett,F,10th,Johnson High School,68,74
34258,Stephanie Anderson,F,11th,Johnson High School,84,77
34259,Sean Brown,M,10th,Johnson High School,77,95
34260,Rachel Palmer,F,11th,Johnson High School,72,84
34261,Mary Murphy,F,11th,Johnson High School,93,97
34262,Lisa Mendoza,F,10th,Johnson High School,88,67
34263,Clinton Lin,M,9th,Johnson High School,98,70
34264,Doris Maldonado,F,10th,Johnson High School,71,63
34265,Belinda Petty,F,12th,Johnson High School,97,58
34266,Christopher Harris,M,12th,Johnson High School,97,63
34267,Brittany Marks,F,11th,Johnson High School,85,96
34268,Brittney Day,F,10th,Johnson High School,92,68
34269,Michael Rollins,M,11th,Johnson High School,65,83
34270,Rachel Navarro,F,11th,Johnson High School,65,98
34271,Chad Miller,M,9th,Johnson High School,86,68
34272,Cheryl Flores,F,9th,Johnson High School,97,67
34273,Melanie Miller,F,9th,Johnson High School,75,97
34274,Kimberly Brown,F,9th,Johnson High School,76,97
34275,Patrick Ortiz,M,10th,Johnson High School,90,69
34276,Christopher Burgess,M,12th,Johnson High School,74,92
34277,Darren Rush,M,11th,Johnson High School,75,98
34278,Anthony Davis,M,9th,Johnson High School,71,67
34279,Eric Thompson,M,11th,Johnson High School,79,72
34280,Theodore Harmon,M,9th,Johnson High School,74,66
34281,John Little,M,9th,Johnson High School,96,78
34282,Brenda Tran,F,9th,Johnson High School,83,98
34283,Leslie Mathis,F,9th,Johnson High School,73,78
34284,Danielle Smith,F,12th,Johnson High School,97,93
34285,Elizabeth Barr,F,9th,Johnson High School,70,97
34286,Richard Nicholson,M,12th,Johnson High School,65,55
34287,Mark Hurst,M,9th,Johnson High School,82,76
34288,Gary Santos,M,9th,Johnson High School,94,99
34289,Amber Wright,F,12th,Johnson High School,93,85
34290,Michelle Powell,F,11th,Johnson High School,85,99
34291,Katherine Garcia,F,11th,Johnson High School,88,89
34292,Kimberly Osborne,F,11th,Johnson High School,70,67
34293,Brenda Aguilar,F,11th,Johnson High School,81,62
34294,Nicholas Martinez,M,10th,Johnson High School,79,77
34295,Christian Mack,M,10th,Johnson High School,90,86
34296,Eric Horton,M,9th,Johnson High School,77,77
34297,Robert Hamilton,M,10th,Johnson High School,63,78
34298,Olivia Aguirre,F,10th,Johnson High School,82,86
34299,Joshua Hopkins,M,12th,Johnson High School,93,85
34300,Amber Lee,F,11th,Johnson High School,81,97
34301,Scott Garner,M,10th,Johnson High School,83,97
34302,Peter Villegas,M,9th,Johnson High School,94,64
34303,John Hall,M,9th,Johnson High School,74,92
34304,George Rice,M,9th,Johnson High School,82,64
34305,Anthony Bean,M,12th,Johnson High School,74,69
34306,Stephanie Zavala,F,12th,Johnson High School,98,92
34307,Kylie Shaffer,F,11th,Johnson High School,94,79
34308,Ms. Amy Watson,F,12th,Johnson High School,73,99
34309,Elizabeth Allen,F,12th,Johnson High School,72,97
34310,Ashley Holt,F,12th,Johnson High School,76,59
34311,Marcus Jones MD,M,11th,Johnson High School,78,62
34312,Diamond Walton,F,9th,Johnson High School,92,70
34313,Matthew Mccarty,M,11th,Johnson High School,74,80
34314,Tyler Park,M,9th,Johnson High School,91,62
34315,Crystal Moore,F,10th,Johnson High School,85,75
34316,Nathan Thompson,M,9th,Johnson High School,91,91
34317,Michelle Mccarthy,F,12th,Johnson High School,97,87
34318,Kyle Lee,M,9th,Johnson High School,72,71
34319,Kelsey Bennett MD,F,9th,Johnson High School,67,78
34320,Paula Barnes,F,12th,Johnson High School,78,83
34321,Joseph Jones,M,11th,Johnson High School,81,64
34322,Elizabeth Ford,F,10th,Johnson High School,89,58
34323,Katherine Evans,F,9th,Johnson High School,83,77
34324,Daniel Krause,M,11th,Johnson High School,68,98
34325,Destiny Horton,F,11th,Johnson High School,86,65
34326,Alexandra Pearson,F,11th,Johnson High School,68,89
34327,Peter Ortiz,M,9th,Johnson High School,85,61
34328,Robert Swanson,M,9th,Johnson High School,91,74
34329,Peter Gillespie,M,12th,Johnson High School,87,57
34330,Lisa Perkins,F,12th,Johnson High School,77,67
34331,Susan Snyder,F,10th,Johnson High School,73,81
34332,Todd Morales,M,12th,Johnson High School,77,72
34333,Shannon Murphy,F,9th,Johnson High School,91,60
34334,Steven Young,M,10th,Johnson High School,79,79
34335,Molly Mcdaniel,F,11th,Johnson High School,89,98
34336,Emily Lee,F,9th,Johnson High School,81,81
34337,Emily Morgan,F,11th,Johnson High School,71,70
34338,Kenneth Pruitt,M,10th,Johnson High School,68,63
34339,Robert Lucas,M,9th,Johnson High School,92,74
34340,Joseph Richardson,M,11th,Johnson High School,78,74
34341,Caitlin Collins,F,10th,Johnson High School,74,86
34342,Samuel Tran,M,10th,Johnson High School,63,68
34343,Sabrina Shea,F,9th,Johnson High School,95,60
34344,Melissa Turner,F,11th,Johnson High School,83,90
34345,Roy Rodriguez,M,11th,Johnson High School,93,70
34346,William Marshall,M,10th,Johnson High School,69,98
34347,Craig Callahan,M,9th,Johnson High School,88,82
34348,Holly Allen,F,11th,Johnson High School,98,99
34349,Cameron Brown,M,9th,Johnson High School,77,93
34350,Adam Peterson,M,11th,Johnson High School,87,71
34351,Rebekah Myers,F,11th,Johnson High School,89,84
34352,Melvin Jackson,M,12th,Johnson High School,94,66
34353,Gary Thomas,M,10th,Johnson High School,83,74
34354,Kayla Carter,F,10th,Johnson High School,84,74
34355,Matthew Dunn,M,10th,Johnson High School,69,58
34356,Fred Goodwin,M,10th,Johnson High School,91,55
34357,Deanna Robinson,F,12th,Johnson High School,94,57
34358,Heather Reyes,F,10th,Johnson High School,72,84
34359,Luke Murray,M,11th,Johnson High School,79,98
34360,Jennifer Walker,F,11th,Johnson High School,65,61
34361,Ashley Wells DVM,F,12th,Johnson High School,96,64
34362,Daniel Mayo,M,10th,Johnson High School,86,61
34363,David Richards,M,9th,Johnson High School,85,83
34364,Kristin Hill,F,10th,Johnson High School,79,82
34365,Cassandra Foley,F,9th,Johnson High School,93,96
34366,Edward Wong,M,11th,Johnson High School,76,79
34367,Pamela Leon,F,9th,Johnson High School,95,72
34368,Todd Beck,M,11th,Johnson High School,77,93
34369,Michael Harris Jr.,M,10th,Johnson High School,97,60
34370,Daniel Castillo,M,10th,Johnson High School,66,84
34371,Breanna Torres,F,10th,Johnson High School,95,94
34372,Hannah Garcia,F,10th,Johnson High School,83,77
34373,Cynthia Brown,F,10th,Johnson High School,71,75
34374,Rachel Harris,F,10th,Johnson High School,95,79
34375,Ricky Castillo,M,9th,Johnson High School,64,62
34376,Danny Mcgee,M,11th,Johnson High School,77,59
34377,Joshua Bradley,M,9th,Johnson High School,96,99
34378,Jeffrey Gardner,M,9th,Johnson High School,96,55
34379,Michael Murphy,M,12th,Johnson High School,73,90
34380,April Anderson,F,9th,Johnson High School,93,91
34381,Roy Santiago,M,12th,Johnson High School,95,75
34382,Paul Jones,M,9th,Johnson High School,67,64
34383,Sandra Jackson,F,9th,Johnson High School,80,62
34384,Bonnie Ortiz,F,11th,Johnson High School,99,58
34385,Taylor Ross,F,11th,Johnson High School,83,89
34386,Madeline James,F,9th,Johnson High School,85,76
34387,Emily Shelton,F,9th,Johnson High School,79,91
34388,Cynthia Kelley,F,9th,Johnson High School,74,77
34389,William Romero,M,12th,Johnson High School,65,75
34390,Kevin Smith,M,10th,Johnson High School,77,71
